ID,First_Name,Last_Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
582,Jake,O'Brien,9,2,0,5,65,0.31,5,17,2,1568,0,17,0.77,1.08,18.63,512462,3.2
583,Conor,Townsend,10,2,1,0,11,0.24,0,6,0,334,0,3,0.03,0.27,8.13,108053,1.8
584,Ben,Brereton Díaz,17,3,0,0,13,0.15,0,10,0,446,0,4,0.90,1.05,11.43,204814,1.3
585,Ismaïla,Sarr,8,3,7,14,149,6.82,10,39,8,2708,0,30,10.82,17.64,38.63,232185,3.9
586,Jorge,Cuenca Barreno,10,2,0,0,9,0.01,0,8,0,349,0,4,0.02,0.03,8.99,246301,1.1
587,Crysencio,Summerville,19,3,1,2,33,1.71,2,20,1,776,0,7,1.61,3.32,17.58,450070,1.7
588,Guido,Rodríguez,19,3,1,0,36,0.17,4,19,0,1147,0,16,0.22,0.39,20.67,197024,1.6
589,Niclas,Füllkrug,19,4,2,3,42,0.47,2,18,3,783,0,6,2.14,2.61,14.22,91889,2.3
590,William,Osula,15,4,0,1,19,0.05,0,3,1,124,0,0,0.16,0.21,3.18,538207,1.4
591,Jean-Clair,Todibo,19,2,0,1,54,0.06,5,33,0,1824,0,20,0.36,0.42,29.86,462116,2.0
592,Julián,Araujo Zúñiga,4,2,0,0,12,0.10,0,10,0,492,0,7,0.00,0.10,9.69,436893,1.0
593,Matthijs,de Ligt,14,2,0,3,68,0.25,4,36,2,2119,0,25,2.48,2.73,38.53,209365,2.3
594,Noussair,Mazraoui,14,2,1,5,88,1.87,7,43,0,2836,0,34,0.69,2.56,46.26,230001,2.4
595,Myles,Lewis-Skelly,1,3,0,0,37,0.51,5,16,1,1362,2,15,0.16,0.67,16.65,499169,1.6
596,Lamare,Bogarde,2,2,0,0,6,0.13,0,11,0,473,0,5,0.04,0.17,9.28,515597,0.8
597,Will,Dennis,4,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,444172,0.0
598,Ryan,Trevitt,5,3,0,0,1,0.00,0,0,0,3,0,0,0.00,0.00,0.00,591357,1.0
599,Brajan,Gruda,6,3,4,1,45,1.93,1,15,1,676,0,8,1.15,3.08,12.66,513433,2.1
600,Yasin,Ayari,6,3,1,3,74,2.62,7,28,2,1958,0,22,2.51,5.13,30.15,509416,2.2
601,Andrew,Moran,6,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,513834,0.0
602,Harrison,Armstrong,9,3,0,0,2,0.00,0,1,0,47,0,0,0.37,0.37,0.45,609873,0.7
603,Josh,King,10,3,0,0,10,0.67,1,0,0,126,0,1,0.28,0.95,0.74,577725,1.2
604,Martial,Godo,10,3,0,0,2,0.07,0,0,0,21,0,0,0.00,0.07,0.15,573062,1.0
605,Will,Alves,11,3,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.00,532534,1.0
606,Nico,O'Reilly,13,3,0,4,31,0.68,3,3,2,525,0,6,1.28,1.96,5.49,472769,3.4
607,João Pedro,Ferreira da Silva,16,3,2,0,52,1.87,1,16,3,835,0,5,2.13,4.00,12.56,510500,1.7
608,Tyler,Dibling,17,3,2,4,68,1.47,3,50,2,1863,0,20,2.60,4.07,49.16,496661,2.1
609,Will,Lankshear,18,4,0,0,3,0.00,0,0,0,10,0,0,0.00,0.00,0.02,552427,1.0
610,Mikey,Moore,18,3,2,0,19,0.56,0,5,0,359,0,3,0.20,0.76,6.87,499721,1.9
611,Sam,Szmodics,10,3,0,2,54,0.45,2,18,4,988,0,13,3.44,3.89,23.27,172453,2.7
612,Wilson,Odobert,18,3,0,3,34,0.76,1,20,1,843,0,9,1.63,2.39,16.29,550839,2.1
613,Toby,Collyer,14,3,0,0,6,0.37,0,2,0,174,0,0,0.08,0.45,3.09,490881,1.0
614,Carl,Rushworth,6,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,472739,0.0
615,Jenson,Metcalfe,9,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491557,0.0
616,Ben,Nelson,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,501770,0.0
617,Francisco Evanilson,de Lima Barbosa,4,4,5,20,128,1.74,11,30,10,2317,1,28,12.47,14.21,26.78,444102,4.1
618,Georginio,Rutter,6,3,6,1,95,1.67,6,29,5,1651,0,19,4.57,6.24,27.90,463067,3.4
619,Jens,Cajuste,10,3,1,2,63,0.73,1,46,1,1960,0,25,0.68,1.41,43.97,454667,2.1
620,Ramón,Sosa,16,3,0,0,25,0.36,1,5,1,280,0,1,1.11,1.47,4.81,502222,1.3
621,João,Félix Sequeira,6,3,2,0,24,0.45,1,4,1,362,0,3,2.30,2.75,5.96,428399,2.0
622,Sander,Berge,10,3,0,2,53,0.63,4,35,0,2221,0,26,0.45,1.08,30.81,207189,1.7
623,Mateus Gonçalo,Espanha Fernandes,17,3,4,8,95,3.62,5,66,2,2911,0,34,4.12,7.74,70.78,551226,2.6
624,Asmir,Begovic,8,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,40349,0.0
625,İlkay,Gündoğan,13,3,7,5,97,4.43,10,28,1,2218,0,25,3.21,7.63,35.69,59859,2.9
626,Roman,Dixon,9,2,0,0,0,0.00,0,4,0,90,0,1,0.00,0.00,2.43,496178,0.0
627,Issa,Kaboré,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476369,0.0
628,Ferdi,Kadıoğlu,6,2,0,0,19,0.31,2,8,1,385,0,5,0.44,0.75,9.44,231416,3.2
629,Matt,O'Riley,6,3,3,2,50,2.04,2,20,2,929,0,11,2.76,4.80,14.27,219249,2.4
630,Dara,O'Shea,10,2,2,1,49,0.67,2,75,0,3122,0,35,1.29,1.96,67.13,216616,1.4
631,Jack,Clarke,10,3,4,0,53,1.11,1,31,0,1161,0,12,1.17,2.28,27.25,443261,1.7
632,Chiedozie,Ogbene,10,3,0,0,7,0.05,0,3,0,237,0,3,0.00,0.05,2.36,229164,1.4
633,Mikel,Merino Zazón,1,3,2,8,92,1.18,4,17,7,1575,1,17,5.75,6.93,15.71,195384,3.3
634,Gustavo,Nunes Fernandes Gomes,5,3,0,0,3,0.00,0,2,0,11,0,0,0.00,0.00,0.35,626464,1.0
635,Bilal,El Khannouss,11,3,4,6,83,2.85,3,54,2,2179,0,27,1.29,4.14,48.23,513527,2.6
636,Federico,Chiesa,12,3,0,0,7,0.15,0,3,0,103,0,1,0.34,0.49,2.80,223541,1.2
637,Bastien,Meupiyou Menadjou,20,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,560248,0.0
638,Salah-Eddine,Oulad M'hand,1,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,498046,0.0
639,Tommy,Setford,1,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,551221,0.0
640,Sil,Swinkels,2,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,514287,0.0
641,Oliwier,Zych,2,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,516159,0.0
642,Kaelan,Casey,19,2,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.09,518438,1.0
643,André,Trindade da Costa Neto,20,3,0,1,61,0.52,7,46,0,2472,0,31,0.41,0.93,40.79,509291,1.8
644,Franco,Umeh-Chibueze,8,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,574398,0.0
645,Justin,Devenny,8,3,1,1,34,0.41,0,8,1,494,0,4,0.77,1.18,9.30,489706,1.5
646,Asher,Agbinone,8,3,0,0,2,0.01,0,0,0,4,0,0,0.02,0.03,0.00,579075,1.0
647,Kaden,Rodney,8,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,530318,0.0
648,Ethan,Wheatley,14,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,575034,0.0
649,Jayden,Meghoma,5,2,0,0,1,0.00,0,0,0,4,0,0,0.00,0.00,0.14,499717,1.0
650,Maxence,Lacroix,8,2,2,9,114,1.01,11,45,1,3116,0,35,3.50,4.51,44.59,437499,3.3
651,Orel,Mangala,8,3,0,0,39,0.59,5,10,1,1257,0,14,1.13,1.72,16.64,179519,2.1
652,Manuel,Ugarte Ribeiro,14,3,2,1,49,0.67,4,33,1,1777,0,22,1.00,1.67,29.54,232112,1.7
653,Felipe,Rodrigues da Silva,16,2,0,2,36,0.03,3,14,0,891,0,6,0.18,0.21,14.21,485047,1.4
654,Carlos,Soler,19,3,1,2,47,1.93,2,25,1,1394,0,14,1.85,3.78,28.62,224860,1.5
655,Carlos Roberto,Forbs Borges,20,3,0,0,9,0.10,0,9,0,236,0,1,0.15,0.25,8.09,463212,0.9
656,Kadan,Young,2,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,537403,0.0
657,Maldini,Kacurri,1,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,588793,0.0
